app_num,app_date,title,abstract,inventors,CPCs
1020130114953 ,2013.09.27,화영벼의 약배양 후손 계통 중 벼 흰잎마름병 저항성 계통의 판별을 위한 ＳＮＰ 마커,본 발명은 화영벼의 약배양 후손 특이적인 SNPs에 관한 것으로 본 발명의 SNP 마커들을 통하여 벼 흰잎마름병 저항성을 가지는 화영벼의 약배양 후손인 BLB 계통을 특이적으로 판별할 수 있어 품종 구별 마커로 이용될 수 있다.,김태호(대한민국);윤도원(대한민국);윤웅한(대한민국);이강섭(대한민국);이현주(대한민국);정인선(대한민국);지현소(대한민국),C12Q 1/6895;C12Q 2600/156
1020110084648 ,2011.08.23,디딤판이 장입된 안전화 중창 및 이의 제조방법 ,본 발명은 디딤판이 장입된 안전화 중창 및 이의 제조방법에 관한 것으로 보다 상세하게는 방탄 소재인 디딤판(일명 내답판)을 중창의 중심부에 장입(inserting)후 이중 구조의 PU 폼으로 폴링하여 구성한 안전화 중창에 관한 것이다.이의 발명 요지는 안전화의 중창을 제조하는 제1 금형의 중심부에 디딤판을 장입후 저비중 연질 PU 폼을 상기 디딤판의 주위에 주입 후 열 컨베이어를 통과시켜 디딤판(50)과 저 비중 연질 PU 폼(60)을 일체형으로 만든 다음 상기 디딤판(50)이 장입된 저 비중 연질 PU 폼(60)을 다시 제2 금형의 상 하부 금형(34)의 고정핀 (7)사이에 고정 장착한 후 인열 및 가수분해에 강한 고경도 PU 폼을 제2 금형의 상 하부 금형(34)사이에 주입한 다음 열 컨베이어를 통과시킴으로서 디딤판이 장입된 저비중 연질 PU 폼과 고경도 PU 폼을 일체형 구조로 한 안전화의 이중성 PU 폼 중창에 관한 것으로 이는 종래에 비하여 가볍고 발을 보호 할 뿐만 아니라 충격을 흡수하고 분산시키는 특징이 있다.디딤판이 장입된 안전화 중창 디딤판 저비중 연질 PU 폼 고경도 PU 폼,서용식(대한민국),A43B 13/04;A43B 13/12;A43B 13/125;A43B 13/127;A43B 13/24;B29C 44/06;B29D 35/122
